댓글 ID,채널 ID,댓글 생성 타임스탬프,가격,동영상 ID,댓글 텍스트
UgyGUQjpPrvpf3PLcDd4AaABAg,UCNyFjp1F_uhoeWjT_34g-iQ,2025-09-16T12:29:11.07248+00:00,0,vizfd1TeRMI,"{""text"":""영상 마지막 부분의 애니메이터 오버드라이브 컨트롤러를 사용해서 2번째 캐릭터를 만들고 death를 작동하면 두 캐릭터 중 하나에만 적용되는데 혹시 해결법이 어떻게 되는지 아시나요???""}"





