댓글 ID,채널 ID,댓글 생성 타임스탬프,가격,상위 댓글 ID,게시물 ID,동영상 ID,댓글 텍스트,최상위 댓글 ID
UgzD2fuPZi8KEW75mRt4AaABAg.9CKBUHeIk599CKHvX0cnBt,UCuGz8hZspvz_sC0P4DLUL8Q,2020-08-14T04:16:02.050213+00:00,0,UgzD2fuPZi8KEW75mRt4AaABAg,,BoJ0pfhMmfU,"{""text"":""와! 한국인!""}",UgzD2fuPZi8KEW75mRt4AaABAg
UgzGyHKQDYEasVpKnpd4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-08-05T15:04:09.954354+00:00,0,,,GxXj_ngrYJI,"{""text"":""걍 난쟁이가 쏘아올린 작은공 인데?""}",
UgzBQKzOVKSaQ0umiqZ4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-15T15:17:11.154065+00:00,0,,,bDp03_59_fs,"{""text"":""satisfied일걸요? 예민한? (신경등이)날카로워진인가?""}",
UgyI0SEm6Ie9sVs5es94AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-13T11:06:30.550624+00:00,0,,,5DDl4m_P4Es,"{""text"":""6:48"",""videoLink"":{""externalVideoId"":""5DDl4m_P4Es"",""startTimeSeconds"":408}},{""text"":"" 빛솔 리액션중 밍구리?""}",
UgyqpxzGEV872H8YP5x4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-12T14:50:56.535574+00:00,0,,,fi5GCNCSPdo,"{""text"":""20:24"",""videoLink"":{""externalVideoId"":""fi5GCNCSPdo"",""startTimeSeconds"":1224}},{""text"":"" 왜그러냐진짜""}",
UgyYWQc-rsAbFhoqIUt4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-07T16:53:22.920791+00:00,0,,,JpGcEKxW-UY,"{""text"":""태보송 느린거 걍 이광수 모기송 리믹스인데?""}",
UgzegxZ1DvHvU6ZScm94AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-07T16:47:02.092957+00:00,0,,,DMB9V8j_9gQ,"{""text"":""이게왜 지금?""}",
UgzT_YCod1aH-xH6Jsd4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-07T15:16:19.531643+00:00,0,,,Lq2857eDlDc,"{""text"":""람다람님이요?""}",
UgyQvx3PKeTdSwqb1xx4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-06T12:23:12.6535+00:00,0,,,IEpqDVYmVZY,"{""text"":""23:07"",""videoLink"":{""externalVideoId"":""IEpqDVYmVZY"",""startTimeSeconds"":1387}},{""text"":"" 혜원이 춤 가렌....?""}",
UgzNuj6_At2VsrUBxHp4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-07-04T00:56:56.168463+00:00,0,,,UixC6UMrjkU,"{""text"":""대지돈서버가 뭐에요?""}",
UgwWf3lOr9Svvw8ZgVR4AaABAg,UCuGz8hZspvz_sC0P4DLUL8Q,2020-06-23T15:18:33.135646+00:00,0,,,V2Jh_B2XQtQ,"{""text"":""2:18"",""videoLink"":{""externalVideoId"":""V2Jh_B2XQtQ"",""startTimeSeconds"":138}},{""text"":"" 저는안티가 아닙니다 민주님은 대탈출안대로 나오는 어글리 포로그를 닮았습니다""}",





